RAM,CPU,Time
1483.75,8.171874999999996,0.053449
1359.625,8.409374999999997,0.053175
1158.25,8.828124999999998,0.053383
1239.3939393939395,9.190909090909088,0.053837
1226.0,9.049999999999997,0.053278
1292.125,8.399999999999997,0.053317
1259.0,9.381249999999998,0.053543
1261.125,8.862499999999999,0.053503
1252.125,8.612499999999999,0.053253
1331.375,10.24375,0.053522
1436.125,9.084374999999998,0.0532
1387.375,9.209375,0.053356
1299.625,8.825,0.053501
1158.0,9.253124999999999,0.053009
1325.125,9.081249999999997,0.053234
1346.6666666666667,8.927272727272724,0.053177
1197.875,12.209375000000001,0.054384
1406.25,9.65625,0.05364
1312.4848484848485,9.893939393939393,0.053316
1179.75,9.878125,0.053319
1493.375,8.603124999999997,0.053192
1266.909090909091,9.36363636363636,0.053388
1186.125,9.181249999999999,0.053569
1312.375,8.990624999999998,0.053317
1220.2424242424242,9.751515151515152,0.054032
1207.5,8.7875,0.053469
1355.375,8.440624999999999,0.053253
1286.5,9.249999999999998,0.0535
1372.875,9.162499999999998,0.053445
1292.75,9.237499999999999,0.053392
1273.5757575757575,9.12121212121212,0.053608
1279.5,9.406249999999998,0.053401
1268.4848484848485,9.006060606060606,0.053281
1259.875,9.790624999999997,0.053929
1203.875,9.615625,0.053263
1295.625,9.0375,0.053547
1360.125,9.6125,0.053647
1296.75,8.987499999999999,0.053437
1175.1515151515152,8.94242424242424,0.053492
1222.25,9.418749999999998,0.053436
1366.25,9.362499999999997,0.053359
1084.6060606060605,9.015151515151514,0.053217
1330.125,10.396875,0.053462
1205.0,9.056249999999999,0.053388
1245.3333333333333,10.027272727272726,0.053708
1302.625,9.584374999999998,0.053422
1156.125,9.821875,0.053431
1409.090909090909,9.37878787878788,0.053834
1343.25,9.253124999999999,0.053422
1129.5483870967741,9.654838709677417,0.053494
1282.2048417132216,9.286654252017463,0.053454619999999994
